date,product_sk_id,impression_count,page_view_count,add_to_cart_count,cart_abandonment_count,conversion_rate
2020-02-29,13,2660,318,13,9.0,1.26
2020-03-31,13,1887,236,10,6.0,1.69
2020-04-30,13,1718,233,16,13.0,1.29
2020-05-31,13,2153,290,24,17.0,2.41
2020-06-30,13,2154,309,17,11.0,1.94
2020-07-31,13,2248,298,11,6.0,1.68
2020-08-31,13,2635,343,17,11.0,1.75
2020-09-30,13,1971,268,22,17.0,1.87
2020-10-31,13,2990,450,28,17.0,2.44
2020-11-30,13,1981,277,13,7.0,2.17
2020-12-31,13,1880,217,15,8.0,3.23
2021-01-31,13,2055,272,15,11.0,1.47
2021-02-28,13,1565,224,5,3.0,0.89
2021-03-31,13,1498,223,10,6.0,1.79
2021-04-30,13,2060,285,12,7.0,1.75
2021-05-31,13,1803,258,9,5.0,1.55
2021-06-30,13,1947,231,15,11.0,1.73
2021-07-31,13,2099,301,9,5.0,1.33
2021-08-31,13,1969,252,7,4.0,1.19
2021-09-30,13,1881,281,13,8.0,1.78
2021-10-31,13,2103,275,11,7.0,1.45
2021-11-30,13,1406,203,25,21.0,1.97
2021-12-31,13,1867,229,14,8.0,2.62
2022-01-31,13,1501,205,9,7.0,0.98
2022-02-28,13,2042,249,18,16.0,0.8
2022-03-31,13,2193,290,10,6.0,1.38
2022-04-30,13,2566,357,17,10.0,1.96
2022-05-31,13,1910,213,5,3.0,0.94
2022-06-30,13,3276,370,11,6.0,1.35
2022-07-31,13,2078,237,6,4.0,0.84
2022-08-31,13,2800,375,13,8.0,1.33
2022-09-30,13,1586,223,7,4.0,1.35
2022-10-31,13,1365,146,6,5.0,0.68
2022-11-30,13,942,128,6,5.0,0.78
2022-12-31,13,958,131,10,8.0,1.53
2023-01-31,13,11127,420,12,7.0,1.19
2023-02-28,13,2133,248,7,4.0,1.21
2023-03-31,13,3097,382,19,13.0,1.57
2023-04-30,13,1767,243,7,4.0,1.23
2023-05-31,13,1627,201,11,9.0,1.0
2023-06-30,13,2628,350,16,9.0,2.0
2023-07-31,13,1911,249,9,6.0,1.2
2023-08-31,13,10622,336,17,12.0,1.49
2023-09-30,13,1646,241,12,8.0,1.66
2023-10-31,13,2246,334,20,13.0,2.1
2023-11-30,13,1641,222,21,15.0,2.7
2023-12-31,13,1702,213,11,6.0,2.35
2020-01-31,14,3860,411,8,5.0,0.73
2020-02-29,14,5159,537,22,14.0,1.49
2020-03-31,14,3887,367,16,10.0,1.63
2020-04-30,14,5272,644,35,22.0,2.02
2020-05-31,14,4270,565,29,19.0,1.77
2020-06-30,14,4331,443,18,11.0,1.58
2020-07-31,14,10247,1053,40,23.0,1.61
2020-08-31,14,5451,507,13,8.0,0.99
2020-09-30,14,6887,719,33,20.0,1.81
2020-10-31,14,6544,657,36,21.0,2.28
2020-11-30,14,4650,525,26,15.0,2.1
2020-12-31,14,16048,556,30,21.0,1.62
2021-01-31,14,6452,698,35,21.0,2.01
2021-02-28,14,6180,634,29,18.0,1.74
2021-03-31,14,3444,334,12,8.0,1.2
2021-04-30,14,31141,730,35,26.0,1.23
2021-05-31,14,4273,422,22,14.0,1.9
2021-06-30,14,7492,764,27,17.0,1.31
2021-07-31,14,8450,885,48,31.0,1.92
2021-08-31,14,8576,702,31,20.0,1.57
2021-09-30,14,4386,451,13,8.0,1.11
2021-10-31,14,4487,480,25,17.0,1.67
2021-11-30,14,3962,412,29,19.0,2.43
2021-12-31,14,3361,396,26,15.0,2.78
2022-01-31,14,6023,556,17,10.0,1.26
2022-02-28,14,3566,373,10,6.0,1.07
2022-03-31,14,4617,498,21,14.0,1.41
2022-04-30,14,5037,380,13,8.0,1.32
2022-05-31,14,3212,304,18,14.0,1.32
2022-06-30,14,5981,512,20,13.0,1.37
2022-07-31,14,5734,523,19,11.0,1.53
2022-08-31,14,4316,469,10,7.0,0.64
2022-09-30,14,4922,598,32,20.0,2.01
2022-10-31,14,4052,457,15,9.0,1.31
2022-11-30,14,2322,233,13,10.0,1.29
2022-12-31,14,3718,268,12,7.0,1.87
2023-01-31,14,4881,470,24,17.0,1.49
2023-02-28,14,5256,543,18,11.0,1.29
2023-03-31,14,8378,857,43,29.0,1.63
2023-04-30,14,5204,539,23,15.0,1.48
2023-05-31,14,3840,382,24,15.0,2.36
2023-06-30,14,8803,808,36,23.0,1.61
2023-07-31,14,9038,872,49,31.0,2.06
2023-08-31,14,7113,726,25,15.0,1.38
2023-09-30,14,6519,619,31,19.0,1.94
2023-10-31,14,4609,420,19,12.0,1.67
2023-11-30,14,6145,538,29,17.0,2.23
2023-12-31,14,4381,447,23,14.0,2.01
2020-01-31,15,5653,579,14,9.0,0.86
2020-02-29,15,5549,530,20,14.0,1.13
2020-03-31,15,8226,695,29,20.0,1.29
2020-04-30,15,7647,675,34,25.0,1.33
2020-05-31,15,7196,718,28,18.0,1.39
2020-06-30,15,6703,698,29,18.0,1.58
2020-07-31,15,8352,871,36,23.0,1.49
2020-08-31,15,6453,634,21,13.0,1.26
2020-09-30,15,7290,719,25,15.0,1.39
2020-10-31,15,10287,701,31,20.0,1.57
2020-11-30,15,6468,682,36,22.0,2.05
2020-12-31,15,7521,602,30,19.0,1.83
2021-01-31,15,11036,882,29,17.0,1.36
2021-02-28,15,4840,547,18,11.0,1.28
2021-03-31,15,10016,927,42,30.0,1.29
2021-04-30,15,6840,562,17,11.0,1.07
2021-05-31,15,6424,587,27,17.0,1.7
2021-06-30,15,10331,847,48,32.0,1.89
2021-07-31,15,9167,827,30,18.0,1.45
2021-08-31,15,6938,681,36,26.0,1.47
2021-09-30,15,5933,563,20,13.0,1.24
2021-10-31,15,63107,1277,47,31.0,1.25
2021-11-30,15,6228,594,31,18.0,2.19
2021-12-31,15,3904,360,15,10.0,1.39
2022-01-31,15,19954,533,16,11.0,0.94
2022-02-28,15,5851,558,18,12.0,1.08
2022-03-31,15,33387,915,21,13.0,0.87
2022-04-30,15,6540,635,27,18.0,1.42
2022-05-31,15,3844,309,6,4.0,0.65
2022-06-30,15,4569,392,10,7.0,0.77
2022-07-31,15,5047,447,14,10.0,0.89
2022-08-31,15,6344,650,27,20.0,1.08
2022-09-30,15,4104,359,8,6.0,0.56
2022-10-31,15,3030,264,7,5.0,0.76
2022-11-30,15,2216,207,9,7.0,0.97
2022-12-31,15,4699,442,22,14.0,1.81
2023-01-31,15,48174,1112,39,26.0,1.17
2023-02-28,15,10313,937,38,26.0,1.28
2023-03-31,15,6629,576,23,15.0,1.39
2023-04-30,15,6774,657,28,19.0,1.37
2023-05-31,15,8344,779,30,19.0,1.41
2023-06-30,15,6637,606,26,16.0,1.65
2023-07-31,15,7014,619,20,12.0,1.29
2023-08-31,15,6465,649,22,15.0,1.08
2023-09-30,15,7907,657,31,20.0,1.67
2023-10-31,15,5237,568,39,28.0,1.94
2023-11-30,15,5091,416,17,11.0,1.44
2023-12-31,15,46310,697,30,19.0,1.58
2020-01-31,16,5117,451,15,11.0,0.89
2020-02-29,16,3178,288,4,3.0,0.35
2020-03-31,16,7110,603,22,15.0,1.16
2020-04-30,16,4201,331,11,8.0,0.91
2020-05-31,16,32291,623,22,16.0,0.96
2020-06-30,16,9494,663,29,21.0,1.21
2020-07-31,16,6541,548,11,7.0,0.73
2020-08-31,16,10313,834,35,23.0,1.44
2020-09-30,16,7836,683,17,11.0,0.88
2020-10-31,16,9876,800,34,23.0,1.38
2020-11-30,16,5356,489,20,12.0,1.64
2020-12-31,16,4333,427,31,23.0,1.87
2021-01-31,16,7343,689,21,13.0,1.16
2021-02-28,16,7258,607,17,11.0,0.99
2021-03-31,16,6708,635,22,15.0,1.1
2021-04-30,16,12746,849,28,18.0,1.18
2021-05-31,16,6148,430,12,8.0,0.93
2021-06-30,16,9906,868,33,21.0,1.38
2021-07-31,16,5353,455,15,11.0,0.88
2021-08-31,16,7641,667,24,15.0,1.35
2021-09-30,16,9002,657,17,11.0,0.91
2021-10-31,16,5499,462,14,9.0,1.08
2021-11-30,16,3353,309,17,14.0,0.97
2021-12-31,16,6145,462,17,10.0,1.52
2022-01-31,16,4041,348,7,5.0,0.57
2022-02-28,16,7965,753,20,14.0,0.8
2022-03-31,16,4852,417,10,6.0,0.96
2022-04-30,16,3739,295,4,3.0,0.34
2022-05-31,16,7138,573,17,10.0,1.22
2022-06-30,16,5173,402,13,10.0,0.75
2022-07-31,16,11028,896,24,14.0,1.12
2022-08-31,16,5153,436,12,8.0,0.92
2022-09-30,16,9333,734,23,15.0,1.09
2022-10-31,16,4866,389,17,13.0,1.03
2022-11-30,16,3565,316,8,5.0,0.95
2022-12-31,16,2258,191,10,9.0,0.52
2023-01-31,16,6631,502,20,14.0,1.2
2023-02-28,16,4529,387,10,8.0,0.52
2023-03-31,16,9290,806,25,16.0,1.12
2023-04-30,16,3337,316,10,8.0,0.63
2023-05-31,16,5918,471,13,9.0,0.85
2023-06-30,16,2878,255,4,3.0,0.39
2023-07-31,16,6665,585,12,7.0,0.85
2023-08-31,16,6567,613,21,15.0,0.98
2023-09-30,16,8423,625,22,14.0,1.28
2023-10-31,16,9623,677,31,22.0,1.33
2023-11-30,16,5009,377,19,14.0,1.33
2023-12-31,16,8655,679,37,24.0,1.91
2020-01-31,17,17490,469,13,9.0,0.85
2020-02-29,17,3893,409,22,17.0,1.22
2020-03-31,17,5600,557,21,12.0,1.62
2020-04-30,17,4812,500,24,15.0,1.8
2020-05-31,17,4688,445,20,15.0,1.12
2020-06-30,17,4953,465,18,11.0,1.51
2020-07-31,17,11827,1046,43,27.0,1.53
2020-08-31,17,5762,601,16,9.0,1.16
2020-09-30,17,5139,549,31,21.0,1.82
2020-10-31,17,6917,630,28,17.0,1.75
2020-11-30,17,2374,215,5,3.0,0.93
2020-12-31,17,3135,317,31,25.0,1.89
2021-01-31,17,5457,583,20,12.0,1.37
2021-02-28,17,5864,620,16,10.0,0.97
2021-03-31,17,5008,478,22,15.0,1.46
2021-04-30,17,6175,579,25,15.0,1.73
2021-05-31,17,3558,320,20,15.0,1.56
2021-06-30,17,8644,929,53,33.0,2.15
2021-07-31,17,3646,365,12,9.0,0.82
2021-08-31,17,3013,295,11,8.0,1.02
2021-09-30,17,4831,399,14,9.0,1.25
2021-10-31,17,6480,607,40,26.0,2.31
2021-11-30,17,2862,331,14,8.0,1.81
2021-12-31,17,3795,352,17,11.0,1.7
2022-01-31,17,4452,483,10,6.0,0.83
2022-02-28,17,5165,511,19,13.0,1.17
2022-03-31,17,5637,580,20,12.0,1.38
2022-04-30,17,3790,376,11,7.0,1.06
2022-05-31,17,3392,352,17,11.0,1.7
2022-06-30,17,4516,439,11,7.0,0.91
2022-07-31,17,26526,725,23,14.0,1.24
2022-08-31,17,7824,575,18,12.0,1.04
2022-09-30,17,4698,454,20,14.0,1.32
2022-10-31,17,3720,378,17,11.0,1.59
2022-11-30,17,3029,286,19,14.0,1.75
2022-12-31,17,3692,364,16,10.0,1.65
2023-01-31,17,8713,926,35,21.0,1.51
2023-02-28,17,5415,513,20,13.0,1.36
2023-03-31,17,5654,572,21,12.0,1.57
2023-04-30,17,8726,901,34,22.0,1.33
2023-05-31,17,2895,334,14,9.0,1.5
2023-06-30,17,4922,476,26,18.0,1.68
2023-07-31,17,5526,549,22,14.0,1.46
2023-08-31,17,6852,736,27,16.0,1.49
2023-09-30,17,4871,543,30,21.0,1.66
2023-10-31,17,5291,550,26,16.0,1.82
2023-11-30,17,3371,386,24,15.0,2.33
2023-12-31,17,5558,513,36,23.0,2.53
2020-01-31,18,21819,1358,34,23.0,0.81
2020-02-29,18,11984,821,19,13.0,0.73
2020-03-31,18,11635,877,29,21.0,0.91
2020-04-30,18,18267,1101,28,20.0,0.73
2020-05-31,18,15403,1034,37,25.0,1.16
2020-06-30,18,15611,1024,33,25.0,0.78
2020-07-31,18,23852,1476,32,20.0,0.81
2020-08-31,18,15718,1191,32,20.0,1.01
2020-09-30,18,21473,1500,56,40.0,1.07
2020-10-31,18,8817,665,24,17.0,1.05
2020-11-30,18,10551,657,21,14.0,1.07
2020-12-31,18,14135,867,29,18.0,1.27
2021-01-31,18,24177,1598,44,27.0,1.06
2021-02-28,18,19914,1504,54,40.0,0.93
2021-03-31,18,90192,1273,36,25.0,0.86
2021-04-30,18,17594,1253,35,23.0,0.96
2021-05-31,18,15358,931,50,39.0,1.18
2021-06-30,18,17179,1192,35,24.0,0.92
2021-07-31,18,25065,1610,43,29.0,0.87
2021-08-31,18,18878,1140,23,14.0,0.79
2021-09-30,18,12859,885,25,16.0,1.02
2021-10-31,18,20162,1541,44,28.0,1.04
2021-11-30,18,20160,1239,40,25.0,1.21
2021-12-31,18,87244,1531,67,47.0,1.31
2022-01-31,18,18622,1337,30,21.0,0.67
2022-02-28,18,19105,1360,34,24.0,0.74
2022-03-31,18,23034,1306,47,32.0,1.15
2022-04-30,18,14667,913,20,14.0,0.66
2022-05-31,18,12428,737,21,15.0,0.81
2022-06-30,18,22336,1489,47,32.0,1.01
2022-07-31,18,24567,1334,40,28.0,0.9
2022-08-31,18,15666,996,29,21.0,0.8
2022-09-30,18,10674,674,21,15.0,0.89
2022-10-31,18,12343,752,21,14.0,0.93
2022-11-30,18,5107,381,7,5.0,0.52
2022-12-31,18,9859,755,31,21.0,1.32
2023-01-31,18,19643,1225,27,17.0,0.82
2023-02-28,18,22763,1386,39,25.0,1.01
2023-03-31,18,19260,1175,42,29.0,1.11
2023-04-30,18,136612,2481,74,52.0,0.89
2023-05-31,18,12050,795,28,20.0,1.01
2023-06-30,18,21549,1357,36,24.0,0.88
2023-07-31,18,18869,1178,42,30.0,1.02
2023-08-31,18,29958,1856,46,30.0,0.86
2023-09-30,18,13262,829,31,22.0,1.09
2023-10-31,18,79973,1488,45,32.0,0.87
2023-11-30,18,11490,803,37,23.0,1.74
2023-12-31,18,18456,1275,69,50.0,1.49
2020-01-31,19,1509,176,5,4.0,0.57
2020-02-29,19,1426,184,6,4.0,1.09
2020-03-31,19,1563,207,6,4.0,0.97
2020-04-30,19,1931,297,13,7.0,2.02
2020-05-31,19,4212,419,20,12.0,1.91
2020-06-30,19,3409,457,20,11.0,1.97
2020-07-31,19,2464,367,16,10.0,1.63
2020-08-31,19,1826,252,6,4.0,0.79
2020-09-30,19,2062,300,12,7.0,1.67
2020-10-31,19,2381,327,15,8.0,2.14
2020-11-30,19,2197,280,19,11.0,2.86
2020-12-31,19,1376,164,10,7.0,1.83
2021-01-31,19,2069,321,20,14.0,1.87
2021-02-28,19,2253,280,17,12.0,1.79
2021-03-31,19,1216,159,7,6.0,0.63
2021-04-30,19,2241,255,16,11.0,1.96
2021-05-31,19,2384,287,13,7.0,2.09
2021-06-30,19,3800,400,17,9.0,2.0
2021-07-31,19,4165,408,19,11.0,1.96
2021-08-31,19,2785,362,21,15.0,1.66
2021-09-30,19,2170,312,19,13.0,1.92
2021-10-31,19,1450,179,13,10.0,1.68
2021-11-30,19,1829,235,10,6.0,1.7
2021-12-31,19,1544,207,15,10.0,2.42
2022-01-31,19,2050,267,9,5.0,1.5
2022-02-28,19,1242,151,5,4.0,0.66
2022-03-31,19,1241,177,11,10.0,0.56
2022-04-30,19,1491,192,13,10.0,1.56
2022-05-31,19,1828,241,12,7.0,2.07
2022-06-30,19,1221,191,7,5.0,1.05
2022-07-31,19,2670,458,14,8.0,1.31
2022-08-31,19,1949,251,8,5.0,1.2
2022-09-30,19,1445,206,14,11.0,1.46
2022-10-31,19,1280,203,13,10.0,1.48
2022-11-30,19,1694,242,9,5.0,1.65
2022-12-31,19,967,150,8,6.0,1.33
2023-01-31,19,8836,377,14,11.0,0.8
2023-02-28,19,3429,435,27,18.0,2.07
2023-03-31,19,2557,343,18,11.0,2.04
2023-04-30,19,1423,200,6,4.0,1.0
2023-05-31,19,2423,291,18,11.0,2.41
2023-06-30,19,1877,276,9,5.0,1.45
2023-07-31,19,7145,285,6,4.0,0.7
2023-08-31,19,2165,305,14,9.0,1.64
2023-09-30,19,1017,135,4,3.0,0.74
2023-10-31,19,1585,249,10,6.0,1.61
2023-11-30,19,1180,144,5,4.0,0.69
2023-12-31,19,1351,169,10,7.0,1.78
2020-01-31,20,2490,279,7,4.0,1.08
2020-02-29,20,2543,344,15,9.0,1.74
2020-03-31,20,1736,221,8,5.0,1.36
2020-04-30,20,2549,366,18,12.0,1.64
2020-05-31,20,2266,252,17,13.0,1.59
2020-06-30,20,3758,511,25,12.0,2.54
2020-07-31,20,3955,616,29,16.0,2.11
2020-08-31,20,3745,530,41,31.0,1.89
2020-09-30,20,10911,380,15,10.0,1.32
2020-10-31,20,3960,525,44,32.0,2.29
2020-11-30,20,2991,406,30,17.0,3.2
2020-12-31,20,2009,291,17,9.0,2.75
2021-01-31,20,4271,572,21,12.0,1.57
2021-02-28,20,3066,410,19,11.0,1.95
2021-03-31,20,4076,472,29,19.0,2.12
2021-04-30,20,2678,382,23,14.0,2.36
2021-05-31,20,1948,273,12,7.0,1.83
2021-06-30,20,2518,362,21,12.0,2.49
2021-07-31,20,3423,440,20,11.0,2.05
2021-08-31,20,2451,414,29,20.0,2.17
2021-09-30,20,4424,506,24,12.0,2.37
2021-10-31,20,2550,359,19,10.0,2.51
2021-11-30,20,2561,340,28,19.0,2.65
2021-12-31,20,3141,356,25,13.0,3.37
2022-01-31,20,1726,241,10,7.0,1.24
2022-02-28,20,2028,295,11,6.0,1.69
2022-03-31,20,1993,296,18,12.0,2.03
2022-04-30,20,2281,292,11,6.0,1.71
2022-05-31,20,1997,241,14,11.0,1.24
2022-06-30,20,2878,375,17,9.0,2.13
2022-07-31,20,1800,224,7,4.0,1.34
2022-08-31,20,1909,242,6,4.0,0.83
2022-09-30,20,2701,351,27,20.0,1.99
2022-10-31,20,2999,389,18,11.0,1.8
2022-11-30,20,1306,177,7,4.0,1.69
2022-12-31,20,1939,259,19,14.0,1.93
2023-01-31,20,2541,314,15,10.0,1.59
2023-02-28,20,4083,527,17,9.0,1.52
2023-03-31,20,2706,380,20,13.0,1.84
2023-04-30,20,3201,467,28,16.0,2.57
2023-05-31,20,2784,355,21,13.0,2.25
2023-06-30,20,2338,317,14,8.0,1.89
2023-07-31,20,2353,355,21,12.0,2.54
2023-08-31,20,3092,431,13,7.0,1.39
2023-09-30,20,2474,350,16,9.0,2.0
2023-10-31,20,1153,169,6,4.0,1.18
2023-11-30,20,1778,243,24,19.0,2.06
2023-12-31,20,3255,373,33,19.0,3.75
2020-01-31,21,2527,354,12,7.0,1.41
2020-02-29,21,1918,223,12,10.0,0.9
2020-03-31,21,1693,208,5,3.0,0.96
2020-04-30,21,2101,265,10,6.0,1.51
2020-05-31,21,1604,229,10,6.0,1.75
2020-06-30,21,1554,194,6,4.0,1.03
2020-07-31,21,3616,455,19,11.0,1.76
2020-08-31,21,2316,279,9,5.0,1.43
2020-09-30,21,2619,334,18,10.0,2.4
2020-10-31,21,1521,191,6,4.0,1.05
2020-11-30,21,1453,203,11,7.0,1.97
2020-12-31,21,1291,191,12,7.0,2.62
2021-01-31,21,1700,252,6,4.0,0.79
2021-02-28,21,1946,231,4,3.0,0.43
2021-03-31,21,1557,195,5,3.0,1.03
2021-04-30,21,2042,244,12,9.0,1.23
2021-05-31,21,2086,273,11,7.0,1.47
2021-06-30,21,1450,178,5,4.0,0.56
2021-07-31,21,2889,366,14,8.0,1.64
2021-08-31,21,2173,284,9,5.0,1.41
2021-09-30,21,2227,307,15,10.0,1.63
2021-10-31,21,2609,294,20,14.0,2.04
2021-11-30,21,1263,150,6,4.0,1.33
2021-12-31,21,1976,235,20,16.0,1.7
2022-01-31,21,2272,272,14,10.0,1.47
2022-02-28,21,2074,248,3,2.0,0.4
2022-03-31,21,1445,199,6,4.0,1.01
2022-04-30,21,1874,230,14,11.0,1.3
2022-05-31,21,1457,203,5,5.0,0.0
2022-06-30,21,1780,227,9,5.0,1.76
2022-07-31,21,1894,253,14,11.0,1.19
2022-08-31,21,1403,193,4,3.0,0.52
2022-09-30,21,1227,157,8,7.0,0.64
2022-10-31,21,1506,198,12,10.0,1.01
2022-11-30,21,1273,164,8,5.0,1.83
2022-12-31,21,1840,247,46,41.0,2.02
2023-01-31,21,1560,220,5,3.0,0.91
2023-02-28,21,2427,314,10,6.0,1.27
2023-03-31,21,3123,382,23,15.0,2.09
2023-04-30,21,2109,265,18,14.0,1.51
2023-05-31,21,2299,321,18,12.0,1.87
2023-06-30,21,2873,338,12,7.0,1.48
2023-07-31,21,2598,306,9,5.0,1.31
2023-08-31,21,2292,301,13,7.0,1.99
2023-09-30,21,1731,244,13,10.0,1.23
2023-10-31,21,1616,206,8,5.0,1.46
2023-11-30,21,1334,173,11,8.0,1.73
2023-12-31,21,1071,168,11,9.0,1.19
2020-01-31,22,8248,599,9,6.0,0.5
2020-02-29,22,9669,788,19,12.0,0.89
2020-03-31,22,6086,437,15,11.0,0.92
2020-04-30,22,9382,519,21,16.0,0.96
2020-05-31,22,5199,429,16,12.0,0.93
2020-06-30,22,6844,553,19,13.0,1.08
2020-07-31,22,7516,550,21,17.0,0.73
2020-08-31,22,7498,650,18,12.0,0.92
2020-09-30,22,7204,574,23,17.0,1.05
2020-10-31,22,6692,471,15,13.0,0.42
2020-11-30,22,5526,410,26,20.0,1.46
2020-12-31,22,3554,258,9,8.0,0.39
2021-01-31,22,33951,667,15,11.0,0.6
2021-02-28,22,10658,759,33,23.0,1.32
2021-03-31,22,6717,568,13,9.0,0.7
2021-04-30,22,8987,714,22,15.0,0.98
2021-05-31,22,6275,494,16,11.0,1.01
2021-06-30,22,7406,562,17,11.0,1.07
2021-07-31,22,10765,903,33,23.0,1.11
2021-08-31,22,8925,777,23,15.0,1.03
2021-09-30,22,8992,766,24,16.0,1.04
2021-10-31,22,9140,665,22,15.0,1.05
2021-11-30,22,5660,428,19,15.0,0.93
2021-12-31,22,7529,575,31,20.0,1.91
2022-01-31,22,8167,631,18,12.0,0.95
2022-02-28,22,5915,512,7,5.0,0.39
2022-03-31,22,9986,616,22,15.0,1.14
2022-04-30,22,4755,340,7,5.0,0.59
2022-05-31,22,16861,421,9,7.0,0.48
2022-06-30,22,3992,357,7,5.0,0.56
2022-07-31,22,9638,787,17,11.0,0.76
2022-08-31,22,6652,579,12,8.0,0.69
2022-09-30,22,8407,562,19,15.0,0.71
2022-10-31,22,5212,388,12,9.0,0.77
2022-11-30,22,3546,305,22,19.0,0.98
2022-12-31,22,3911,288,13,10.0,1.04
2023-01-31,22,11253,734,18,12.0,0.82
2023-02-28,22,6564,532,10,7.0,0.56
2023-03-31,22,6888,462,13,10.0,0.65
2023-04-30,22,8005,687,23,17.0,0.87
2023-05-31,22,5002,379,5,4.0,0.26
2023-06-30,22,7150,513,11,8.0,0.58
2023-07-31,22,10255,734,17,12.0,0.68
2023-08-31,22,9278,763,27,19.0,1.05
2023-09-30,22,15988,1098,38,25.0,1.18
2023-10-31,22,7052,511,21,18.0,0.59
2023-11-30,22,5842,394,13,9.0,1.02
2023-12-31,22,6104,445,29,23.0,1.35
2020-01-31,23,4083,477,20,12.0,1.68
2020-02-29,23,3472,336,12,8.0,1.19
2020-03-31,23,3284,342,16,10.0,1.75
2020-04-30,23,2066,244,11,9.0,0.82
2020-05-31,23,3406,391,21,12.0,2.3
2020-06-30,23,24944,567,31,22.0,1.59
2020-07-31,23,2743,390,21,13.0,2.05
2020-08-31,23,4427,484,24,15.0,1.86
2020-09-30,23,2155,263,10,7.0,1.14
2020-10-31,23,3558,418,27,17.0,2.39
2020-11-30,23,2800,364,25,15.0,2.75
2020-12-31,23,2768,243,23,17.0,2.47
2021-01-31,23,5087,604,26,14.0,1.99
2021-02-28,23,3140,378,14,8.0,1.59
2021-03-31,23,2123,257,13,9.0,1.56
2021-04-30,23,3542,404,25,19.0,1.49
2021-05-31,23,3596,459,26,16.0,2.18
2021-06-30,23,3493,429,25,17.0,1.86
2021-07-31,23,4354,481,17,10.0,1.46
2021-08-31,23,4719,576,18,10.0,1.39
2021-09-30,23,4356,506,21,12.0,1.78
2021-10-31,23,2710,297,24,19.0,1.68
2021-11-30,23,3029,361,17,10.0,1.94
2021-12-31,23,2762,286,17,11.0,2.1
2022-01-31,23,2432,291,14,11.0,1.03
2022-02-28,23,2224,237,5,4.0,0.42
2022-03-31,23,3147,325,16,11.0,1.54
2022-04-30,23,2998,333,20,15.0,1.5
2022-05-31,23,1928,238,7,4.0,1.26
2022-06-30,23,2476,290,7,5.0,0.69
2022-07-31,23,2254,254,9,7.0,0.79
2022-08-31,23,2549,311,12,8.0,1.29
2022-09-30,23,2276,294,9,6.0,1.02
2022-10-31,23,4127,490,22,13.0,1.84
2022-11-30,23,2364,251,18,14.0,1.59
2022-12-31,23,1625,202,13,9.0,1.98
2023-01-31,23,4686,512,22,13.0,1.76
2023-02-28,23,2981,365,15,10.0,1.37
2023-03-31,23,4445,549,28,17.0,2.0
2023-04-30,23,5166,584,25,15.0,1.71
2023-05-31,23,2072,228,7,5.0,0.88
2023-06-30,23,3660,460,21,13.0,1.74
2023-07-31,23,4673,596,28,17.0,1.85
2023-08-31,23,6377,646,28,18.0,1.55
2023-09-30,23,3203,410,23,14.0,2.2
2023-10-31,23,4365,450,24,15.0,2.0
2023-11-30,23,2773,327,22,13.0,2.75
2023-12-31,23,2354,278,14,9.0,1.8
2020-01-31,24,5554,495,13,9.0,0.81
2020-02-29,24,10234,839,20,13.0,0.83
2020-03-31,24,8733,725,25,16.0,1.24
2020-04-30,24,3954,392,11,9.0,0.51
2020-05-31,24,6191,516,14,9.0,0.97
2020-06-30,24,5597,370,7,5.0,0.54
2020-07-31,24,6918,538,11,7.0,0.74
2020-08-31,24,7102,540,15,10.0,0.93
2020-09-30,24,9091,692,19,13.0,0.87
2020-10-31,24,6591,465,19,13.0,1.29
2020-11-30,24,6800,515,25,17.0,1.55
2020-12-31,24,4909,345,18,13.0,1.45
2021-01-31,24,9023,602,22,16.0,1.0
2021-02-28,24,4347,375,13,12.0,0.27
2021-03-31,24,6221,556,22,16.0,1.08
2021-04-30,24,9489,701,24,15.0,1.28
2021-05-31,24,7256,548,21,14.0,1.28
2021-06-30,24,21373,542,17,13.0,0.74
2021-07-31,24,6619,540,12,8.0,0.74
2021-08-31,24,8217,710,18,12.0,0.85
2021-09-30,24,8077,681,26,17.0,1.32
2021-10-31,24,4933,462,17,12.0,1.08
2021-11-30,24,5434,473,25,19.0,1.27
2021-12-31,24,4525,411,14,9.0,1.22
2022-01-31,24,5505,474,17,14.0,0.63
2022-02-28,24,6690,532,15,10.0,0.94
2022-03-31,24,4886,402,11,8.0,0.75
2022-04-30,24,17625,386,4,4.0,0.0
2022-05-31,24,3881,263,3,2.0,0.38
2022-06-30,24,5765,526,12,9.0,0.57
2022-07-31,24,5384,438,9,7.0,0.46
2022-08-31,24,6661,560,16,12.0,0.71
2022-09-30,24,4081,363,10,8.0,0.55
2022-10-31,24,4888,388,11,7.0,1.03
2022-11-30,24,2731,225,8,7.0,0.44
2022-12-31,24,4719,417,15,11.0,0.96
2023-01-31,24,6720,503,5,3.0,0.4
2023-02-28,24,8843,689,20,14.0,0.87
2023-03-31,24,5329,451,18,14.0,0.89
2023-04-30,24,5630,450,12,9.0,0.67
2023-05-31,24,4967,427,20,15.0,1.17
2023-06-30,24,10151,732,25,17.0,1.09
2023-07-31,24,7328,658,20,13.0,1.06
2023-08-31,24,7498,619,22,16.0,0.97
2023-09-30,24,6094,492,17,14.0,0.61
2023-10-31,24,3476,299,17,15.0,0.67
2023-11-30,24,3980,349,13,9.0,1.15
2023-12-31,24,5793,556,21,14.0,1.26
2020-01-31,25,14226,919,21,15.0,0.65
2020-02-29,25,6684,379,1,1.0,0.0
2020-03-31,25,13006,807,15,11.0,0.5
2020-04-30,25,13863,778,23,17.0,0.77
2020-05-31,25,11434,608,10,7.0,0.49
